model_type,model_class,d_model,nhead,num_layers,decoder_type,batch_size,lr,epochs,sample_patients,training_timestamp,val_loss,epoch,lambda_align
regular,SingleModeConditionalTransformer,64,2,2,gaussian,32,0.001,2,all,2025-08-12T11:04:04.912779,2.9855371284484864,0,0.1
