model_type,model_class,d_model,nhead,num_layers,decoder_type,batch_size,lr,epochs,sample_patients,training_timestamp,val_loss,epoch,decoder_num_components,lambda_align
dual_mode,DualModeConditionalTransformer,64,2,2,mdn,32,0.001,10,all,2025-08-11T14:22:46.394401,2.819303607940674,7,1,0.1
