model_type,model_class,d_model,nhead,num_layers,decoder_type,batch_size,lr,epochs,sample_patients,training_timestamp,val_loss,epoch,decoder_num_components
regular,TimeConditionedTransformer,64,2,2,mdn,32,0.001,10,all,2025-08-11T11:39:42.394640,0.05530814826488495,0,1
