model_type,model_class,d_model,nhead,num_layers,decoder_type,batch_size,lr,epochs,sample_patients,training_timestamp,val_loss,epoch,lambda_align
regular,SingleModeConditionalTransformer,64,2,2,gaussian,32,0.001,5,all,2025-08-11T17:46:21.383674,1.3183671569824218,2,0.1
