model_type,model_class,d_model,nhead,num_layers,decoder_type,batch_size,lr,epochs,sample_patients,training_timestamp,val_loss,epoch,decoder_num_components,lambda_align
dual_mode,DualModeConditionalTransformer,64,2,2,mdn,32,0.001,10,all,2025-08-11T12:08:02.315171,0.6061145663261414,3,1,1.0
