model_type,model_class,d_model,nhead,num_layers,decoder_type,batch_size,lr,epochs,sample_patients,training_timestamp,val_loss,epoch,lambda_align
dual_mode,DualModeConditionalTransformer,64,2,2,gaussian,32,0.001,10,all,2025-08-11T15:45:13.401699,1.836508550643921,9,0.1
