model_type,model_class,d_model,nhead,num_layers,decoder_type,batch_size,lr,epochs,sample_patients,training_timestamp,val_loss,epoch,lambda_align
regular,SingleModeConditionalTransformer,64,2,2,gaussian,32,0.001,2,all,2025-08-12T10:54:25.188508,1.2381171941757203,1,0.1
